cluster_id,caseName,us_cite,volume,scdb_id,source,citation_count,precedential_status,dateFiled,bucket,dedup_role,dup_of
6726199,Faw v. Marsteller,6 U.S. 11,6,,U,4,Published,1804-02-14,KEEP,duplicate,84776
6726196,Williams & Hodges v. Lyles,6 U.S. 10,6,,U,0,Published,1804-02-15,KEEP,canonical,
6726198,Wood v. Wagnon,6 U.S. 10,6,,U,0,Published,1804-02-15,KEEP,duplicate,2620814
6726201,Ogle v. Lee,6 U.S. 33,6,,U,1,Published,1804-02-15,KEEP,duplicate,84777
6726205,Capron v. Van Noorden,6 U.S. 127,6,,U,1,Published,1804-02-15,KEEP,duplicate,84779
84777,Ogle v. Lee,6 U.S. 33,6,1804-005,LR,50,Published,1804-02-22,KEEP,canonical,
84778,Murray v. Schooner Charming Betsy,6 U.S. 64,6,1804-007,LR,400,Published,1804-02-22,KEEP,canonical,
6726202,Pennington v. Coxe,6 U.S. 34,6,,U,1,Published,1804-02-22,KEEP,canonical,
6726204,Murray v. The Schooner Charming Betsy,6 U.S. 65,6,,U,7,Published,1804-02-22,KEEP,duplicate,84778
84780,Head & Amory v. Providence Ins. Co.,6 U.S. 127,6,1804-008,LR,102,Published,1804-02-25,KEEP,canonical,
6726207,Head & Amory v. Providence Insurance,6 U.S. 128,6,,U,0,Published,1804-02-25,KEEP,duplicate,84780
84781,Little v. Barreme,6 U.S. 170,6,1804-009,LR,130,Published,1804-02-27,KEEP,canonical,
6726209,Little v. Barreme,6 U.S. 171,6,,U,2,Published,1804-02-27,KEEP,duplicate,84781
84782,Dunlop & Co. v. Ball,6 U.S. 180,6,1804-010,LRU,15,Published,1804-02-28,KEEP,canonical,
84783,Blakeney v. Evans,6 U.S. 185,6,1804-011,R,1,Published,1804-02-29,KEEP,canonical,
84733,"Maybin, Surviving Partner, &C. v. Coulon. (A) Coulon v. Maybin, Surviving Partner, &C",4 U.S. 298,4,,R,8,Published,1804-03-01,REVIEW,canonical,
84734,Deshler v. Beery,4 U.S. 300,4,,R,0,Published,1804-03-01,REVIEW,canonical,
6726210,Blakeney v. Evans,6 U.S. 186,6,,U,0,Published,1804-03-01,KEEP,duplicate,84783
6726213,Church v. Hubbart,6 U.S. 188,6,,U,1,Published,1804-03-05,KEEP,duplicate,84784
6726216,Mason v. The Ship Blaireau,6 U.S. 241,6,,U,0,Published,1804-03-06,KEEP,duplicate,84785
6726218,Ogden v. Blackledge,6 U.S. 272,6,,U,3,Published,1804-03-06,KEEP,canonical,
84779,Capron v. Van Noorden,6 U.S. 126,6,1804-012,LR,209,Published,1804-03-18,KEEP,canonical,
84784,Church v. Hubbart,6 U.S. 187,6,1804-013,LR,115,Published,1804-03-18,KEEP,canonical,
84785,Mason v. Ship Blaireau,6 U.S. 240,6,1804-014,LR,98,Published,1804-03-18,KEEP,canonical,
84786,"Ogden, Administrator of Cornell v. Blackledge, of Salter",6 U.S. 272,6,1804-015,R,58,Published,1804-03-18,KEEP,canonical,
84745,The United States v. Thomas Passmore,4 U.S. 372,4,,R,12,Published,1804-04-01,REVIEW,canonical,
84735,Commonwealth v. Matlack,4 U.S. 303,4,,LR,11,Published,1804-09-01,REVIEW,canonical,
2620866,Duncanson v. MLURE,4 U.S. 308,4,,L,2,Published,1804-09-01,REVIEW,canonical,
84746,Hurst's Case,4 U.S. 387,4,,LR,19,Published,1804-10-01,REVIEW,canonical,
84747,WALKER v. Smith,4 U.S. 389,4,,LR,4,Published,1804-10-01,REVIEW,canonical,
84736,Commonwealth v. Franklin,4 U.S. 316,4,,R,1,Published,1804-12-01,REVIEW,canonical,
6726221,McIlvaine v. Lessee,6 U.S. 281,6,,U,0,Published,1805-02-15,KEEP,canonical,
6726223,Winchester v. Hackley,6 U.S. 343,6,,U,1,Published,1805-02-15,KEEP,duplicate,84789
6726225,"Reily v. Lamar, Beall & Smith",6 U.S. 345,6,,U,0,Published,1805-02-15,KEEP,canonical,
6726226,United States v. Fisher,6 U.S. 359,6,,U,0,Published,1805-02-15,KEEP,duplicate,84791
6726229,United States v. The Schooner Sally,6 U.S. 406,6,,U,0,Published,1805-02-15,KEEP,duplicate,2620816
6726230,Bailiff v. Tipping,6 U.S. 406,6,,U,0,Published,1805-02-15,KEEP,duplicate,2620815
6726231,Telfair v. Stead's Executors,6 U.S. 408,6,,U,5,Published,1805-02-15,KEEP,duplicate,84792
6726233,Peyton v. Brooke,7 U.S. 92,7,,U,1,Published,1805-02-15,KEEP,duplicate,84797
6726222,Adams v. Woods,6 U.S. 337,6,,U,1,Published,1805-02-18,KEEP,duplicate,84788
84788,Adams v. Woods,6 U.S. 336,6,1805-002,R,120,Published,1805-02-19,KEEP,canonical,
84790,Reily v. Lámar,6 U.S. 344,6,1805-003,LR,8,Published,1805-02-19,KEEP,canonical,
84791,United States v. Fisher,6 U.S. 358,6,1805-004,LR,544,Published,1805-02-21,KEEP,canonical,
84792,Telfair v. Stead's Executors,6 U.S. 407,6,1805-007,LR,4,Published,1805-02-25,KEEP,canonical,
84793,Graves & Barnewall v. Boston Marine Insurance,6 U.S. 419,6,1805-008,LRU,41,Published,1805-02-25,KEEP,canonical,
84794,Hepburn & Dundas v. Ellzey,6 U.S. 445,6,1805-009,LRU,128,Published,1805-02-25,KEEP,canonical,
2620815,Bailiff v. Tipping,6 U.S. 406,6,1805-006,L,4,Published,1805-02-25,KEEP,canonical,
2620816,United States v. Schooner Sally,6 U.S. 406,6,1805-005,L,11,Published,1805-02-25,KEEP,canonical,
84795,Huidekoper's Lessee v. Douglass,7 U.S. 1,7,1805-010,LRU,67,Published,1805-02-27,KEEP,canonical,
84796,United States v. Hooe Et Al.,7 U.S. 73,7,1805-011,LRU,151,Published,1805-02-27,KEEP,canonical,
84797,Peyton v. Brooke,7 U.S. 92,7,1805-012,R,3,Published,1805-02-27,KEEP,canonical,
84737,Welsh v. Murray,4 U.S. 320,4,,R,1,Published,1805-03-01,REVIEW,canonical,
2620820,Dupont v. Pichon,4 U.S. 321,4,,L,7,Published,1805-03-01,REVIEW,canonical,
6726239,United States v. More,7 U.S. 159,7,,U,92,Published,1805-03-02,KEEP,duplicate,84800
6726241,Faw v. Roberdeau's,7 U.S. 174,7,,U,1,Published,1805-03-02,KEEP,duplicate,84801
6726235,Levy v. Gadsby,7 U.S. 109,7,,U,0,Published,1805-03-04,KEEP,duplicate,84803
6726243,Marine Insurance v. Wilson,7 U.S. 187,7,,U,1,Published,1805-03-05,KEEP,duplicate,84804
6726245,Hallet v. Jenks,7 U.S. 210,7,,U,1,Published,1805-03-06,KEEP,duplicate,84806
6726246,Milligan v. Milledge,7 U.S. 220,7,,U,1,Published,1805-03-06,KEEP,duplicate,84807
6726248,Cooke v. Graham's Administrator,7 U.S. 229,7,,U,1,Published,1805-03-06,KEEP,duplicate,84808
84787,McIlvaine v. Coxe's Lessee,6 U.S. 280,6,1804-004,LR,16,Published,1805-03-18,KEEP,canonical,
84789,Winchester v. Hackley,6 U.S. 342,6,1805-017,LR,17,Published,1805-03-18,KEEP,canonical,
84798,Lambert's Lessee v. Payne,7 U.S. 97,7,1805-013,LRU,34,Published,1805-03-18,KEEP,canonical,
84799,Hodgson v. Butts,7 U.S. 140,7,1805-014,LRU,16,Published,1805-03-18,KEEP,canonical,
84800,United States v. Benjamin More. 1,7 U.S. 159,7,1805-015,R,54,Published,1805-03-18,KEEP,canonical,
84801,Faw v. Roberdeau's,7 U.S. 174,7,1805-016,R,18,Published,1805-03-18,KEEP,canonical,
84802,Ray v. Law,7 U.S. 179,7,1805-019,LRU,46,Published,1805-03-18,KEEP,canonical,
84803,Levy v. Gadsby,7 U.S. 180,7,1805-018,R,36,Published,1805-03-18,KEEP,canonical,
84804,The Marine Insurance Company of Alexandria v. Wilson.,7 U.S. 187,7,1805-020,R,0,Published,1805-03-18,KEEP,canonical,
84805,Wilson v. Codman's,7 U.S. 193,7,1805-021,LRU,19,Published,1805-03-18,KEEP,canonical,
84806,Hallet and Bowne v. Jenks and Others,7 U.S. 210,7,1805-022,R,2,Published,1805-03-18,KEEP,canonical,
84807,"Milligan, Administrator of Milligan v. Milledge & Wife.",7 U.S. 220,7,1805-023,R,12,Published,1805-03-18,KEEP,canonical,
84808,Cooke v. Graham's Administrator.,7 U.S. 229,7,1805-024,R,27,Published,1805-03-18,KEEP,canonical,
84748,Huidekoper's Lessee v. Douglass,4 U.S. 392,4,,R,4,Published,1805-04-01,REVIEW,canonical,
84749,Penn's Lessce v. Klyne,4 U.S. 402,4,,R,2,Published,1805-10-01,REVIEW,canonical,
2620819,Guppy v. Brown,4 U.S. 410,4,,L,6,Published,1805-10-01,REVIEW,canonical,
84809,Dobynes & Morton v. United States,7 U.S. 241,7,1806-001,LR,0,Published,1806-02-10,KEEP,canonical,
84810,Hannay v. Eve,7 U.S. 242,7,1806-003,RU,47,Published,1806-02-13,KEEP,canonical,
84811,S. AND A. SILSBY v. Young and Silsby,7 U.S. 249,7,1806-004,LR,4,Published,1806-02-13,KEEP,canonical,
84812,Strawbridge v. Curtiss,7 U.S. 267,7,1806-005,LRU,1977,Published,1806-02-13,KEEP,canonical,
84813,Gordon v. Caldcleugh,7 U.S. 268,7,1806-006,LRU,16,Published,1806-02-13,KEEP,canonical,
2429586,Montalet v. Murray,7 U.S. 249,7,1806-002,L,2,Published,1806-02-13,KEEP,canonical,
6726237,Silsby v. Young,7 U.S. 149,7,,U,3,Published,1806-02-13,KEEP,canonical,
84814,McFerran v. Taylor,7 U.S. 270,7,1806-007,LRU,36,Published,1806-02-14,KEEP,canonical,
84815,Wilson v. Speed,7 U.S. 283,7,1806-008,LRU,5,Published,1806-02-14,KEEP,canonical,
6726249,Dobynes v. United States,7 U.S. 241,7,,U,1,Published,1806-02-15,KEEP,duplicate,84809
6726250,Montalet v. Murray,7 U.S. 249,7,,U,0,Published,1806-02-15,KEEP,duplicate,2429586
6726262,Ex parte Burford,7 U.S. 448,7,,U,1,Published,1806-02-15,KEEP,duplicate,84827
6726265,Lawrason v. Mason,7 U.S. 492,7,,U,1,Published,1806-02-15,KEEP,duplicate,84830
6726266,Sands v. Knox,7 U.S. 499,7,,U,1,Published,1806-02-15,KEEP,duplicate,84832
6726270,Field v. Milton,7 U.S. 514,7,,U,0,Published,1806-02-15,KEEP,duplicate,2429567
6726273,Winchester v. Jackson,7 U.S. 514,7,,U,0,Published,1806-02-15,KEEP,duplicate,2432524
84817,Douglass & Mandeville v. McAllister,7 U.S. 298,7,1806-009,LRU,17,Published,1806-02-17,KEEP,canonical,
2429567,Field v. Milton,7 U.S. 514,7,,L,2,Published,1806-02-17,KEEP,canonical,
2432524,Winchester v. JACKSON AND OTHERS,7 U.S. 514,7,1806-015,L,11,Published,1806-02-17,KEEP,canonical,
84818,Simms v. Slacum,7 U.S. 300,7,1806-010,LRU,51,Published,1806-02-19,KEEP,canonical,
84819,Harris v. Johnston,7 U.S. 311,7,1806-011,R,22,Published,1806-02-19,KEEP,canonical,
84820,Dixon's Executors v. Ramsay's Executors,7 U.S. 319,7,1806-012,R,44,Published,1806-02-19,KEEP,canonical,
84821,Scott v. Negro London,7 U.S. 324,7,1806-013,R,6,Published,1806-02-19,KEEP,canonical,
84822,Wise v. Withers,7 U.S. 331,7,1806-014,RU,83,Published,1806-02-19,KEEP,canonical,
6726255,Harris v. Johnston,7 U.S. 311,7,,U,11,Published,1806-02-19,KEEP,duplicate,84819
6726257,Dixon's Executors v. Ramsay's Executors,7 U.S. 319,7,,U,1,Published,1806-02-19,KEEP,duplicate,84820
6726258,Scott v. London,7 U.S. 324,7,,U,1,Published,1806-02-19,KEEP,duplicate,84821
84823,United States v. Grundy and Thornburgh,7 U.S. 337,7,1806-016,LRU,65,Published,1806-02-22,KEEP,canonical,
84826,"Manella, Pujals, and Co. v. Barry",7 U.S. 415,7,1806-017,LRU,12,Published,1806-02-26,KEEP,canonical,
84825,United States v. Heth,7 U.S. 399,7,1806-018,LRU,181,Published,1806-02-27,KEEP,canonical,
6726254,Buddicum v. Kirk,7 U.S. 293,7,,U,1,Published,1806-03-01,KEEP,duplicate,84816
6726263,Hopkirk v. Bell,7 U.S. 454,7,,U,1,Published,1806-03-04,KEEP,duplicate,84828
84816,Buddicum v. Kirk,7 U.S. 293,7,1806-019,R,13,Published,1806-03-18,KEEP,canonical,
84824,Ma. In. Co. of Alexandria v. J. and Jh Tucker,7 U.S. 357,7,1806-022,LRU,44,Published,1806-03-18,KEEP,canonical,
84827,Ex Parte Burford,7 U.S. 448,7,1806-023,LR,108,Published,1806-03-18,KEEP,canonical,
84828,Hopkirk v. Bell,7 U.S. 454,7,1806-024,R,16,Published,1806-03-18,KEEP,canonical,
84829,Maley v. Shattuck,7 U.S. 458,7,1806-020,LRU,84,Published,1806-03-18,KEEP,canonical,
84830,Lawrason v. Mason,7 U.S. 492,7,1806-025,R,18,Published,1806-03-18,KEEP,canonical,
84831,Knox v. Summers,7 U.S. 496,7,1806-021,LRU,25,Published,1806-03-18,KEEP,canonical,
84832,Sands v. Knox,7 U.S. 499,7,1806-026,R,0,Published,1806-03-18,KEEP,canonical,
84833,Randolph v. Ware,7 U.S. 503,7,1806-027,LRU,5,Published,1806-03-18,KEEP,canonical,
84750,United States v. Johns,4 U.S. 412,4,,LR,32,Published,1806-04-01,REVIEW,canonical,
2620846,Russel v. Union Insurance Company,4 U.S. 421,4,,L,15,Published,1806-04-01,REVIEW,canonical,
2620867,Conframp v. Bunel,4 U.S. 419,4,,L,5,Published,1806-04-01,REVIEW,canonical,
2620871,Symonds v. the Union Insurance Company,4 U.S. 417,4,,L,1,Published,1806-04-01,REVIEW,canonical,
84751,The United States v. James McGill,4 U.S. 426,4,,R,9,Published,1806-10-01,REVIEW,canonical,
2620853,Snell v. DELAWARE INSURANCE COMPANY,4 U.S. 430,4,,L,3,Published,1806-10-01,REVIEW,canonical,
84752,Lyle v. Baker,4 U.S. 433,4,,R,0,Published,1806-12-01,REVIEW,canonical,
84753,Bender v. Fromberger,4 U.S. 436,4,,LR,50,Published,1806-12-01,REVIEW,canonical,
2620832,Dutilh v. Gatliff,4 U.S. 446,4,,L,1,Published,1806-12-01,REVIEW,canonical,
2620837,Donath v. THE INSURANCE COMPANY OF NORTH AMERICA,4 U.S. 463,4,,L,11,Published,1806-12-01,REVIEW,canonical,
2620838,Sansom v. Ball,4 U.S. 459,4,,L,12,Published,1806-12-01,REVIEW,canonical,
2620839,Morgan v. the Insurance Company of North America,4 U.S. 455,4,,L,5,Published,1806-12-01,REVIEW,canonical,
2620841,Ozeas v. Johnson,4 U.S. 434,4,,L,4,Published,1806-12-01,REVIEW,canonical,
2620860,Moliere's Lessee v. Noe,4 U.S. 450,4,,L,13,Published,1806-12-01,REVIEW,canonical,
84835,Jennings v. Carson,8 U.S. 2,8,1807-002,LRU,57,Published,1807-02-11,KEEP,canonical,
84836,Rhinelander v. Insurance Co. of Pennsylvania,8 U.S. 29,8,1807-003,LRU,45,Published,1807-02-11,KEEP,canonical,
84837,Montalet v. Murray,8 U.S. 46,8,1807-004,LRU,63,Published,1807-02-12,KEEP,canonical,
84838,United States v. Willings & Francis,8 U.S. 48,8,1807-005,LRU,27,Published,1807-02-14,KEEP,canonical,
84839,O'Neale v. Long,8 U.S. 60,8,1807-006,LRU,14,Published,1807-02-14,KEEP,canonical,
6726275,United States v. Kid,8 U.S. 1,8,,U,1,Published,1807-02-15,KEEP,duplicate,84834
6726282,Pendleton v. Wambersie,8 U.S. 73,8,,U,1,Published,1807-02-15,KEEP,duplicate,84841
6726283,Skillern's executors v. May's executors,8 U.S. 137,8,,U,1,Published,1807-02-15,KEEP,duplicate,84843
6726294,Diggs v. Wolcott,8 U.S. 179,8,,U,1,Published,1807-02-15,KEEP,duplicate,84851
84840,Smith and Others v. Carrington and Others,8 U.S. 62,8,1807-007,LRU,21,Published,1807-02-16,KEEP,canonical,
84834,United States v. Kid and Watson,8 U.S. 1,8,1807-001,LR,3,Published,1807-02-18,KEEP,canonical,
84852,Wood v. Lide,8 U.S. 180,8,1807-008,LRU,9,Published,1807-02-19,KEEP,canonical,
84842,Ex Parte Bollman and Swartwout,8 U.S. 75,8,1807-009,LRU,488,Published,1807-02-20,KEEP,canonical,
84844,French's v. Bank of Columbia,8 U.S. 141,8,1807-010,LRU,30,Published,1807-02-23,KEEP,canonical,
6726287,Hicks v. Rogers,8 U.S. 165,8,,U,1,Published,1807-02-23,KEEP,duplicate,84846
84843,Skillern's Executors v. May's Executors,8 U.S. 137,8,1807-011,R,3,Published,1807-02-26,KEEP,canonical,
84841,Pendleton and Webb v. Wambersie and Others,8 U.S. 73,8,1807-012,LR,6,Published,1807-02-27,KEEP,canonical,
84845,Hopkirk v. Bell,8 U.S. 164,8,1807-013,R,3,Published,1807-02-28,KEEP,canonical,
84846,Hicks v. Rogers,8 U.S. 165,8,1807-014,LR,4,Published,1807-02-28,KEEP,canonical,
84847,United States v. Cantril,8 U.S. 167,8,1807-015,LR,5,Published,1807-02-28,KEEP,canonical,
84848,Sthreshley and Obannon v. United States,8 U.S. 169,8,1807-016,LRU,5,Published,1807-02-28,KEEP,canonical,
84849,Humphrey Marshall and Wife v. James Currie,8 U.S. 172,8,1807-017,RU,1,Published,1807-02-28,KEEP,canonical,
84850,Viers v. Montgomery,8 U.S. 177,8,1807-018,LRU,6,Published,1807-02-28,KEEP,canonical,
84851,Diggs v. Wolcott,8 U.S. 179,8,1807-019,LR,72,Published,1807-02-28,KEEP,canonical,
6726285,Hopkirk v. Bell,8 U.S. 164,8,,U,1,Published,1807-02-28,KEEP,duplicate,84845
8670059,United States v. Cantrill,8 U.S. 167,8,,U,1,Published,1807-02-28,KEEP,duplicate,84847
6726301,Young v. Preston,8 U.S. 239,8,,U,1,Published,1808-02-15,KEEP,duplicate,84860
6726305,United States v. McDowell,8 U.S. 316,8,,U,1,Published,1808-02-15,KEEP,duplicate,84865
6726311,Shearman v. Irvine's Lessee,8 U.S. 367,8,,U,1,Published,1808-02-15,KEEP,duplicate,84872
6726316,Matthews v. Zane,8 U.S. 382,8,,U,1,Published,1808-02-15,KEEP,duplicate,84874
6726324,Ex parte Lewis,8 U.S. 433,8,,U,1,Published,1808-02-15,KEEP,duplicate,84881
6726328,United States v. The Schooner Betsey & Charlotte,8 U.S. 443,8,,U,1,Published,1808-02-15,KEEP,duplicate,84883
84853,Fitzsimmons v. Newport Insurance,8 U.S. 185,8,1808-002,LRU,15,Published,1808-02-18,KEEP,canonical,
84856,"United States v. Brig Union, &C.",8 U.S. 216,8,1808-003,LRU,11,Published,1808-02-22,KEEP,canonical,
84854,Marshall v. Delaware Insurance,8 U.S. 202,8,1808-004,LRU,8,Published,1808-02-23,KEEP,canonical,
84855,McIlvaine v. Coxe's Lessee,8 U.S. 209,8,1808-005,LRU,46,Published,1808-02-23,KEEP,canonical,
84857,Pawling and Others v. The United States,8 U.S. 219,8,1808-006,RU,109,Published,1808-02-27,KEEP,canonical,
84858,Grant v. Naylor,8 U.S. 224,8,1808-007,R,31,Published,1808-02-29,KEEP,canonical,
84859,Woods v. Young,8 U.S. 237,8,1807-020,LRU,40,Published,1808-02-29,KEEP,canonical,
84860,Young v. Preston,8 U.S. 239,8,1807-021,LR,8,Published,1808-02-29,KEEP,canonical,
6726303,Chappedelaine v. Dechenaux,8 U.S. 306,8,,U,1,Published,1808-03-04,KEEP,duplicate,84864
6726306,Mayor of Alexandria v. Patten,8 U.S. 317,8,,U,1,Published,1808-03-07,KEEP,duplicate,84866
6726309,Mountz v. Hodgson,8 U.S. 324,8,,U,1,Published,1808-03-08,KEEP,duplicate,84868
84873,Alexander v. Baltimore Insurance,8 U.S. 370,8,1807-032,LRU,7,Published,1808-03-11,KEEP,canonical,
2419163,Morgan v. Callender,8 U.S. 370,8,1807-040,LU,1,Published,1808-03-11,KEEP,canonical,
84874,Matthews v. Zane,8 U.S. 382,8,1807-033,LR,5,Published,1808-03-12,KEEP,canonical,
84875,Young v. The Bank of Alexandria,8 U.S. 384,8,1807-034,R,16,Published,1808-03-12,KEEP,canonical,
6726317,Young v. Bank of Alexandria,8 U.S. 384,8,,U,6,Published,1808-03-12,KEEP,duplicate,84875
84876,Spiers v. Willison,8 U.S. 398,8,1807-035,LRU,11,Published,1808-03-14,KEEP,canonical,
84877,Ramsay v. Lee,8 U.S. 401,8,1807-036,LRU,1,Published,1808-03-14,KEEP,canonical,
84878,Stead's Executors v. Course,8 U.S. 403,8,1807-037,R,48,Published,1808-03-14,KEEP,canonical,
84879,Higginson v. Mein,8 U.S. 415,8,1807-038,RU,16,Published,1808-03-14,KEEP,canonical,
6726321,Stead's executors v. Course,8 U.S. 403,8,,U,1,Published,1808-03-14,KEEP,duplicate,84878
84867,Dawson's Lessee v. Godfrey,8 U.S. 321,8,1807-039,LRU,32,Published,1808-03-15,KEEP,canonical,
84880,Pollard & Pickett v. Dwight,8 U.S. 421,8,1807-041,LRU,62,Published,1808-03-15,KEEP,canonical,
84882,Croudson v. Leonard,8 U.S. 434,8,1807-042,LRU,24,Published,1808-03-15,KEEP,canonical,
84881,Ex Parte Lewis and Others,8 U.S. 433,8,1807-043,R,2,Published,1808-03-16,KEEP,canonical,
84883,"The United States v. The Schooner Betsey and Charlotte, and Her Cargo",8 U.S. 443,8,1808-008,R,19,Published,1808-03-16,KEEP,canonical,
84861,Rose v. Himely,8 U.S. 241,8,1808-001,LRU,142,Published,1808-03-18,KEEP,canonical,
